Plot,Tree,Spec,dbh1,dbh3,dbh4,hc1,hc3,hc4,dead,deadPeriod
MRS11,1,ABLA,NA,20.7,22.3,NA,2,1,0,0
MRS11,2,ABLA,NA,22.6,,NA,1,,1,1
MRS11,3,ABLA,NA,28.4,30.7,NA,1,1,0,0
MRS11,4,PIEN,NA,37,38,NA,1,1,0,0
MRS11,5,ABLA,NA,12.5,13.5,NA,2,2,0,0
MRS11,6,ABLA,NA,8.5,9,NA,2,2,0,0
MRS11,7,ABLA,NA,13.9,14.7,NA,2,2,0,0
MRS11,8,PIEN,NA,15.8,17.2,NA,2,2,0,0
MRS11,9,PIEN,NA,36.5,26.4,NA,1,1,0,0
MRS11,10,ABLA,NA,5.5,6,NA,3,3,0,0
MRS11,11,PIEN,NA,19.9,19.5,NA,2,2,1,11
MRS11,12,PIEN,NA,46.7,47.7,NA,1,1,0,0
MRS11,13,PIEN,NA,43.5,43.9,NA,1,1,0,0
MRS11,14,PIEN,NA,4.8,5,NA,3,3,0,0
MRS11,15,PIEN,NA,8.6,8.9,NA,3,3,0,0
MRS11,16,ABLA,NA,19.3,20,NA,1,1,0,0
MRS11,17,PIEN,NA,20.4,21.8,NA,1,1,0,0
MRS11,18,PIEN,NA,13,14.5,NA,1,1,0,0
MRS11,19,ABLA,NA,22,22.7,NA,1,1,0,0
MRS11,20,ABLA,NA,17.5,,NA,1,,1,1
MRS11,21,ABLA,NA,25.4,,NA,1,,1,1
MRS11,22,ABLA,NA,24.5,,NA,1,,1,1
MRS11,23,ABLA,NA,12.6,,NA,2,,1,1
MRS11,24,ABLA,NA,27.7,,NA,1,,1,1
MRS11,25,ABLA,NA,23.3,24.6,NA,1,1,0,0
MRS11,26,ABLA,NA,17.1,,NA,2,,1,1
MRS11,27,ABLA,NA,13.8,,NA,2,,1,1
MRS11,28,ABLA,NA,33.4,35.2,NA,1,1,0,0
MRS11,29,PIEN,NA,69,68.8,NA,1,1,0,0
MRS11,30,ABLA,NA,10,10.3,NA,3,3,0,0
MRS11,31,PIEN,NA,27.8,28.8,NA,1,1,0,0
MRS11,32,ABLA,NA,19,19,NA,1,1,1,11
MRS11,33,ABLA,NA,4.3,,NA,3,,1,1
MRS11,34,ABLA,NA,10.6,10.7,NA,2,2,0,0
MRS11,35,ABLA,NA,8,8.2,NA,2,2,0,0
MRS11,36,ABLA,NA,4.7,5.6,NA,3,3,0,0
MRS11,37,ABLA,NA,4.4,,NA,3,,1,1
MRS11,38,ABLA,NA,12.5,,NA,2,,1,1
MRS11,39,ABLA,NA,21.9,,NA,1,,1,1
MRS11,40,ABLA,NA,21,,NA,1,,1,1
MRS11,41,ABLA,NA,8.3,,NA,2,,1,10
MRS11,42,PIEN,NA,22.1,23.1,NA,1,1,0,0
MRS11,43,ABLA,NA,14.4,,NA,2,,1,1
MRS11,44,ABLA,NA,16.5,,NA,2,,1,1
MRS11,45,ABLA,NA,6.3,,NA,3,,1,1
MRS11,46,ABLA,NA,21.1,22.1,NA,1,1,0,0
MRS11,47,PIEN,NA,15.2,15.8,NA,2,2,0,0
MRS11,48,ABLA,NA,17.9,18.5,NA,2,2,0,0
MRS11,49,PIEN,NA,17.4,21,NA,2,2,0,0
MRS11,50,PIEN,NA,33,34.5,NA,1,1,0,0
MRS11,51,ABLA,NA,18.5,19.3,NA,2,2,0,0
MRS11,52,PIEN,NA,27.5,27.6,NA,1,1,0,0
MRS11,53,ABLA,NA,33.6,,NA,1,,1,1
MRS11,54,PIEN,NA,6.7,7.3,NA,3,3,0,0
MRS11,55,ABLA,NA,17.7,19.5,NA,2,2,0,0
MRS11,56,ABLA,NA,6.3,7.1,NA,3,3,0,0
MRS11,57,ABLA,NA,4.8,4.8,NA,3,3,0,0
MRS11,58,PIEN,NA,12.2,13.3,NA,2,2,0,0
MRS11,59,ABLA,NA,34.7,,NA,1,,1,1
MRS11,60,ABLA,NA,28,29.9,NA,1,1,0,0
MRS11,61,ABLA,NA,17.7,,NA,2,,1,10
MRS11,62,ABLA,NA,24.5,26.4,NA,1,1,1,11
MRS11,63,ABLA,NA,4.7,,NA,3,,1,1
MRS11,64,ABLA,NA,20.2,,NA,2,,1,1
MRS11,65,PIEN,NA,31.7,33.2,NA,1,1,0,0
MRS11,66,ABLA,NA,40.2,,NA,1,,1,1
MRS11,67,ABLA,NA,12.7,,NA,2,,1,1
MRS11,68,PIEN,NA,13.3,14,NA,2,2,0,0
MRS11,69,PIEN,NA,30.3,30,NA,1,1,0,0
MRS11,70,PIEN,NA,27,28.4,NA,1,1,0,0
MRS11,71,ABLA,NA,13,13.8,NA,2,2,0,0
MRS11,72,PIEN,NA,26.2,26.7,NA,1,1,0,0
MRS11,73,PIEN,NA,29.4,29.2,NA,1,1,0,0
MRS11,74,PIEN,NA,20.9,22.3,NA,1,1,0,0
MRS11,75,PIEN,NA,20.8,22,NA,1,1,0,0
MRS11,76,ABLA,NA,21.1,22.1,NA,1,1,0,0
MRS11,77,PIEN,NA,23.9,24.3,NA,1,1,0,0
MRS11,78,ABLA,NA,11.3,12.3,NA,2,2,0,0
MRS11,79,ABLA,NA,19.2,21.5,NA,1,1,0,0
MRS11,80,ABLA,NA,21,,NA,2,,1,1
MRS11,81,ABLA,NA,9,,NA,2,,1,1
MRS11,82,ABLA,NA,21.9,,NA,1,,1,1
MRS11,83,ABLA,NA,25,,NA,1,,1,1
MRS11,84,ABLA,NA,19.5,,NA,1,,1,1
MRS11,85,ABLA,NA,10.1,,NA,2,,1,1
MRS11,86,ABLA,NA,13.9,,NA,2,,1,1
MRS11,87,ABLA,NA,4.4,,NA,3,,1,1
MRS11,88,PIEN,NA,6.5,8.1,NA,3,3,0,0
MRS11,89,PIEN,NA,8.9,10.9,NA,2,2,0,0
MRS11,90,ABLA,NA,43.5,,NA,1,,1,1
MRS11,91,ABLA,NA,48.5,46.2,NA,1,1,0,0
MRS11,92,PIEN,NA,71.7,,NA,3,,1,1
MRS11,93,ABLA,NA,22.5,,NA,1,,1,1
MRS11,94,ABLA,NA,9,,NA,3,,1,1
MRS11,95,ABLA,NA,23.9,,NA,1,,1,1
MRS11,96,ABLA,NA,6.4,,NA,3,,1,1
MRS11,97,ABLA,NA,13.6,,NA,2,,1,1
MRS11,98,ABLA,NA,9.2,,NA,3,,1,1
MRS11,99,ABLA,NA,25.9,,NA,1,,1,1
MRS11,100,ABLA,NA,7.3,,NA,3,,1,1
MRS11,101,ABLA,NA,31.8,,NA,1,,1,1
MRS11,102,ABLA,NA,32,,NA,1,,1,1
MRS11,103,ABLA,NA,17,17.5,NA,2,2,0,0
MRS11,104,ABLA,NA,8.5,9.6,NA,3,3,0,0
MRS11,105,ABLA,NA,16,16.7,NA,2,2,0,0
MRS11,106,ABLA,NA,14.5,,NA,2,,1,1
MRS11,107,ABLA,NA,14.1,,NA,2,,1,1
MRS11,108,ABLA,NA,21.5,,NA,1,,1,1
MRS11,109,ABLA,NA,9,,NA,3,,1,1
MRS11,110,ABLA,NA,22.8,25.6,NA,2,2,0,0
MRS11,111,ABLA,NA,31.5,,NA,1,,1,1
MRS11,112,ABLA,NA,7.1,8.8,NA,3,3,0,0
MRS11,113,ABLA,NA,25.9,,NA,1,,1,1
MRS11,114,ABLA,NA,28.9,,NA,1,,1,1
MRS11,115,ABLA,NA,24.2,,NA,2,,1,1
MRS11,116,PIEN,NA,11.7,14.3,NA,2,2,0,0
MRS11,117,ABLA,NA,5.9,,NA,3,,1,1
MRS11,118,ABLA,NA,15.7,,NA,1,,1,1
MRS11,119,ABLA,NA,5.7,,NA,3,,1,1
MRS11,120,ABLA,NA,20.2,,NA,2,,1,1
MRS11,121,ABLA,NA,23,,NA,1,,1,10
MRS11,122,ABLA,NA,15.8,,NA,2,,1,1
MRS11,123,ABLA,NA,26,,NA,3,,1,1
MRS11,124,ABLA,NA,31.8,24.6,NA,2,2,0,0
MRS11,125,ABLA,NA,25.6,26.5,NA,1,1,0,0
MRS11,126,ABLA,NA,31.8,33.7,NA,1,1,0,0
MRS11,127,ABLA,NA,25.6,28.1,NA,1,1,0,0
MRS11,128,PIEN,NA,31.4,32,NA,1,1,0,0
MRS11,129,ABLA,NA,6.6,8.1,NA,3,3,0,0
MRS11,130,ABLA,NA,7.4,7.8,NA,3,3,0,0
MRS11,131,ABLA,NA,4.2,,NA,3,,1,1
MRS11,132,ABLA,NA,19.9,,NA,1,,1,1
MRS11,133,ABLA,NA,8.7,,NA,2,,1,1
MRS11,134,ABLA,NA,19,,NA,2,,1,1
MRS11,135,ABLA,NA,7.1,,NA,3,,1,1
MRS11,136,ABLA,NA,23.3,,NA,1,,1,1
MRS11,137,ABLA,NA,13.2,,NA,2,,1,1
MRS11,138,ABLA,NA,6,,NA,3,,1,1
MRS11,139,ABLA,NA,11.2,,NA,3,,1,1
MRS11,140,ABLA,NA,6.5,,NA,3,,1,1
MRS11,141,ABLA,NA,7.7,,NA,2,,1,1
MRS11,142,ABLA,NA,5.9,,NA,3,,1,1
MRS11,143,ABLA,NA,10.5,,NA,2,,1,1
MRS11,144,ABLA,NA,16.5,,NA,2,,1,1
MRS11,145,ABLA,NA,19.1,,NA,1,,1,1
MRS11,146,ABLA,NA,8.9,,NA,3,,1,1
MRS11,147,ABLA,NA,11.9,,NA,2,,1,1
MRS11,148,ABLA,NA,10.3,10.9,NA,2,2,0,0
MRS11,149,PIEN,NA,24,26.5,NA,1,1,0,0
MRS11,150,ABLA,NA,4,4.5,NA,3,3,0,0
MRS11,151,PIEN,NA,25.5,26.9,NA,1,1,0,0
MRS11,152,ABLA,NA,19.8,20.7,NA,1,1,0,0
MRS11,153,ABLA,NA,6,6.9,NA,3,3,0,0
MRS11,154,PIEN,NA,4.9,5.1,NA,3,3,0,0
MRS11,155,ABLA,NA,7.3,7.6,NA,2,3,0,0
MRS11,156,PIEN,NA,6.9,7.2,NA,3,3,0,0
MRS11,157,ABLA,NA,24.5,,NA,1,,1,1
MRS11,158,PIEN,NA,11.5,11.9,NA,2,2,0,0
MRS11,159,PIEN,NA,18.4,20.5,NA,2,2,0,0
MRS11,160,ABLA,NA,21.1,,NA,2,,1,1
MRS11,161,ABLA,NA,18.6,,NA,1,,1,1
MRS11,162,ABLA,NA,23,,NA,1,,1,1
MRS11,163,ABLA,NA,8.5,8.4,NA,3,3,0,0
MRS11,164,ABLA,NA,17.4,18.7,NA,1,1,0,0
MRS11,165,ABLA,NA,20.2,,NA,2,,1,1
MRS11,166,ABLA,NA,21.4,22.5,NA,1,1,0,0
MRS11,167,ABLA,NA,12.7,,NA,2,,1,1
MRS11,168,ABLA,NA,15,,NA,2,,1,1
MRS11,169,ABLA,NA,33.4,,NA,1,,1,1
MRS11,170,ABLA,NA,17,18.1,NA,2,2,0,0
MRS11,171,ABLA,NA,10.8,,NA,2,,1,1
MRS11,172,ABLA,NA,16.3,,NA,2,,1,1
MRS11,173,ABLA,NA,11.9,,NA,3,,1,1
MRS11,174,ABLA,NA,12,,NA,3,,1,1
MRS11,175,ABLA,NA,15.7,,NA,2,,1,1
MRS11,176,ABLA,NA,32.3,33.6,NA,1,1,0,0
MRS11,177,ABLA,NA,35.5,MIA,NA,2,,0,0
MRS11,178,PIEN,NA,18,19.2,NA,2,2,0,0
MRS11,179,ABLA,NA,15,15.7,NA,2,1,0,0
MRS11,180,PIEN,NA,12.5,12.4,NA,2,2,0,0
MRS11,181,ABLA,NA,10.6,10.5,NA,2,2,0,0
MRS11,182,ABLA,NA,6.5,7.8,NA,3,3,0,0
MRS11,183,PIEN,NA,11.1,11.4,NA,2,2,0,0
MRS11,184,ABLA,NA,5.9,6.3,NA,3,3,0,0
MRS11,185,ABLA,NA,24.8,21.7,NA,1,1,0,0
MRS11,186,ABLA,NA,12.5,,NA,2,,1,1
MRS11,187,ABLA,NA,7.8,,NA,2,,1,1
MRS11,188,ABLA,NA,6,,NA,2,,1,1
MRS11,189,ABLA,NA,18.4,,NA,2,,1,1
MRS11,190,ABLA,NA,21.6,,NA,1,,1,1
MRS11,191,ABLA,NA,4,,NA,3,,1,1
MRS11,192,ABLA,NA,5,,NA,3,,1,1
MRS11,193,ABLA,NA,15.4,,NA,2,,1,1
MRS11,194,ABLA,NA,6,6.6,NA,3,3,0,0
MRS11,195,ABLA,NA,5.2,,NA,3,,1,1
MRS11,196,ABLA,NA,19.5,19.8,NA,2,2,1,11
MRS11,197,PIEN,NA,21.8,23,NA,1,1,0,0
MRS11,198,ABLA,NA,7.7,,NA,3,,1,10
MRS11,199,ABLA,NA,8.3,,NA,3,,1,1
MRS11,200,ABLA,NA,25.3,25.9,NA,2,1,0,0
MRS11,201,ABLA,NA,12.8,,NA,2,,1,1
MRS11,202,ABLA,NA,9.7,,NA,2,,1,1
MRS11,203,ABLA,NA,22.7,20.4,NA,1,1,0,0
MRS11,204,ABLA,NA,23,23.9,NA,1,1,0,0
MRS11,205,ABLA,NA,16.7,18.5,NA,2,2,1,11
MRS11,206,ABLA,NA,20,20,NA,1,1,0,0
MRS11,207,ABLA,NA,7.1,7.5,NA,3,3,0,0
MRS11,208,ABLA,NA,19.3,20.8,NA,1,1,0,0
MRS11,209,ABLA,NA,27.5,29.4,NA,1,1,0,0
MRS11,210,ABLA,NA,9.7,10,NA,3,3,0,0
MRS11,211,ABLA,NA,11,,NA,3,,1,1
MRS11,212,ABLA,NA,24.8,26.6,NA,1,1,0,0
MRS11,213,UNK,NA,7.9,,NA,3,,1,1
MRS11,214,ABLA,NA,24.9,27,NA,1,1,0,0
MRS11,215,PIEN,NA,27.5,30.1,NA,1,1,0,0
MRS11,216,ABLA,NA,10.1,9.9,NA,3,3,0,0
MRS11,217,ABLA,NA,12.1,,NA,2,,1,1
MRS11,218,ABLA,NA,12.9,13.8,NA,3,3,0,0
MRS11,219,ABLA,NA,12.6,14,NA,2,2,0,0
MRS11,220,ABLA,NA,13.5,16,NA,2,2,0,0
MRS11,221,PIEN,NA,45,46.7,NA,1,1,0,0
MRS11,222,ABLA,NA,7.2,8.3,NA,2,2,0,0
MRS11,223,PIEN,NA,9,10.8,NA,2,2,0,0
MRS11,224,PIEN,NA,5,7.3,NA,3,3,0,0
MRS11,225,ABLA,NA,19.7,15.6,NA,2,2,0,0
MRS11,226,PIEN,NA,23.9,23.9,NA,1,1,0,0
MRS11,227,PIEN,NA,5,5.7,NA,3,3,0,0
MRS11,228,ABLA,NA,4.5,5.1,NA,3,3,0,0
MRS11,229,PIEN,NA,6.9,8,NA,3,3,0,0
MRS11,230,PIEN,NA,13.3,13.7,NA,2,2,0,0
MRS11,231,PIEN,NA,4.1,4.4,NA,3,3,0,0
MRS11,232,ABLA,NA,8.2,,NA,2,,1,1
MRS11,233,ABLA,NA,18,,NA,2,,1,1
MRS11,234,PIEN,NA,15.2,16.9,NA,2,2,0,0
MRS11,235,ABLA,NA,9.6,,NA,2,,1,1
MRS11,236,ABLA,NA,11.2,,NA,2,,1,1
MRS11,237,ABLA,NA,10.9,,NA,2,,1,1
MRS11,238,ABLA,NA,16.7,,NA,2,,1,1
MRS11,239,ABLA,NA,6.1,,NA,3,,1,1
MRS11,240,ABLA,NA,15.1,,NA,2,,1,1
MRS11,241,PIEN,NA,,,NA,,,0,0
MRS11,242,ABLA,NA,10.9,,NA,2,,1,10
MRS11,243,ABLA,NA,5,,NA,3,,1,1
MRS11,244,ABLA,NA,4.8,,NA,3,,1,1
MRS11,245,ABLA,NA,6.9,,NA,3,,1,10
MRS11,246,ABLA,NA,5.7,6.3,NA,3,3,0,0
MRS11,247,ABLA,NA,6.4,6.5,NA,3,3,0,0
MRS11,248,ABLA,NA,10,10.4,NA,3,3,0,0
MRS11,249,ABLA,NA,4.1,,NA,3,,1,1
MRS11,250,ABLA,NA,6.5,6.8,NA,3,3,0,0
MRS11,251,PIEN,NA,6.1,6.5,NA,3,3,0,0
MRS11,252,ABLA,NA,5.1,5.1,NA,3,3,1,11
MRS11,253,ABLA,NA,9.4,10.2,NA,3,2,1,11
MRS11,254,ABLA,NA,13.6,13.5,NA,2,2,1,11
MRS11,255,PIEN,NA,8.3,8.9,NA,3,3,0,0
MRS11,256,ABLA,NA,13,12.8,NA,3,2,1,11
MRS11,257,ABLA,NA,9,9.4,NA,3,3,0,0
MRS11,258,ABLA,NA,23.9,24.5,NA,3,1,1,11
MRS11,259,ABLA,NA,29.6,29.8,NA,3,1,1,11
MRS11,260,ABLA,NA,17.5,18.3,NA,2,2,0,0
MRS11,261,ABLA,NA,7.4,7.5,NA,3,3,0,0
MRS11,262,ABLA,NA,17.5,18,NA,2,2,0,0
MRS11,263,ABLA,NA,7,7,NA,3,3,1,11
MRS11,264,ABLA,NA,6.5,,NA,3,,1,1
MRS11,265,ABLA,NA,8,,NA,3,,1,10
MRS11,266,ABLA,NA,20.8,21,NA,2,2,0,0
MRS11,267,ABLA,NA,19.1,19.9,NA,2,2,0,0
MRS11,268,ABLA,NA,20.7,22.1,NA,2,2,0,0
MRS11,269,ABLA,NA,18.5,18.9,NA,2,2,0,0
MRS11,270,ABLA,NA,22,22.8,NA,2,2,0,0
MRS11,271,ABLA,NA,19.4,20.4,NA,2,2,0,0
MRS11,272,ABLA,NA,7,7.5,NA,3,3,0,0
MRS11,273,PIEN,NA,29,31.7,NA,1,1,0,0
MRS11,274,ABLA,NA,32.6,34.3,NA,1,1,0,0
MRS11,275,PIEN,NA,8.4,8.7,NA,3,3,0,0
MRS11,276,PIEN,NA,6.4,7,NA,3,3,0,0
MRS11,277,ABLA,NA,6.5,8.1,NA,3,3,0,0
MRS11,278,ABLA,NA,4,4.7,NA,3,3,0,0
MRS11,279,PIEN,NA,4.4,5.4,NA,3,3,0,0
MRS11,280,ABLA,NA,4,4.4,NA,3,3,0,0
MRS11,281,PIEN,NA,67.1,,NA,1,,1,1
MRS11,282,PIEN,NA,16.4,16.6,NA,1,1,0,0
MRS11,283,PIEN,NA,33.9,35,NA,1,1,0,0
MRS11,284,ABLA,NA,5.9,6,NA,3,3,0,0
MRS11,285,PIEN,NA,9,9.2,NA,2,2,0,0
MRS11,286,PIEN,NA,20.9,21.1,NA,2,2,0,0
MRS11,287,PIEN,NA,8.1,8.5,NA,2,2,0,0
MRS11,288,ABLA,NA,20.5,20.7,NA,2,1,0,0
MRS11,289,PIEN,NA,10.8,11.6,NA,2,2,0,0
MRS11,290,ABLA,NA,12.6,,NA,2,,1,1
MRS11,291,ABLA,NA,6.2,,NA,3,,1,1
MRS11,292,ABLA,NA,10.8,,NA,2,,1,1
MRS11,293,ABLA,NA,11.6,,NA,2,,1,1
MRS11,294,ABLA,NA,9.5,,NA,3,,1,1
MRS11,295,ABLA,NA,12,,NA,2,,1,1
MRS11,296,ABLA,NA,8.5,,NA,2,,1,1
MRS11,297,PIEN,NA,22.6,23,NA,2,2,0,0
MRS11,298,ABLA,NA,6.7,,NA,2,,1,1
MRS11,299,ABLA,NA,9.1,9.7,NA,2,2,0,0
MRS11,300,ABLA,NA,6.5,,NA,3,,1,1
MRS11,301,ABLA,NA,11.2,,NA,3,,1,1
MRS11,302,ABLA,NA,13.1,,NA,3,,1,1
MRS11,303,ABLA,NA,13.5,,NA,3,,1,1
MRS11,304,ABLA,NA,4.9,,NA,3,,1,1
MRS11,305,ABLA,NA,6.6,7.2,NA,2,2,1,11
MRS11,306,ABLA,NA,12.7,13.3,NA,2,2,0,0
MRS11,307,ABLA,NA,5,,NA,3,,1,1
MRS11,308,ABLA,NA,9.2,10.7,NA,2,2,0,0
MRS11,309,ABLA,NA,8.4,8.4,NA,2,2,1,11
MRS11,310,PIEN,NA,40,40.5,NA,1,1,0,0
MRS11,311,ABLA,NA,4.4,5.1,NA,3,3,0,0
MRS11,312,ABLA,NA,6.8,,NA,3,,1,1
MRS11,313,ABLA,NA,18.2,,NA,2,,1,10
MRS11,314,ABLA,NA,4.9,4.6,NA,3,3,1,11
MRS11,315,ABLA,NA,13.8,14.4,NA,2,2,1,11
MRS11,316,ABLA,NA,7.5,7,NA,3,3,1,11
MRS11,317,ABLA,NA,12.3,,NA,2,,1,10
MRS11,318,PIEN,NA,17.2,17.8,NA,2,2,0,0
MRS11,319,ABLA,NA,4.6,,NA,3,,1,1
MRS11,320,ABLA,NA,22.3,23,NA,1,1,0,0
MRS11,321,ABLA,NA,10.8,,NA,2,,1,1
MRS11,322,ABLA,NA,26.9,27,NA,1,1,1,11
MRS11,323,ABLA,NA,6.7,,NA,,,1,1
MRS11,324,ABLA,NA,15.1,16,NA,2,2,1,11
MRS11,325,ABLA,NA,15,15.3,NA,2,2,1,11
MRS11,326,ABLA,NA,10.5,10.9,NA,3,3,0,0
MRS11,327,ABLA,NA,6.6,,NA,,,1,1
MRS11,328,ABLA,NA,5.4,,NA,,,1,1
MRS11,329,ABLA,NA,19.6,,NA,2,,1,1
MRS11,330,PIEN,NA,55,55.1,NA,1,1,0,0
MRS11,331,ABLA,NA,15.9,17.5,NA,2,2,0,0
MRS11,332,ABLA,NA,28.6,30.6,NA,1,1,0,0
MRS11,333,PIEN,NA,65.5,,NA,1,,1,1
MRS11,334,PIEN,NA,17,17.3,NA,2,2,0,0
MRS11,335,PIEN,NA,7,,NA,3,,1,10
MRS11,336,PIEN,NA,15.8,,NA,2,,1,10
MRS11,337,PIEN,NA,6.4,,NA,3,,1,1
MRS11,338,PIEN,NA,45.2,,NA,1,,1,1
MRS11,339,ABLA,NA,18.3,18.9,NA,2,2,0,0
MRS11,340,ABLA,NA,24,25.3,NA,2,2,0,0
MRS11,341,ABLA,NA,21,22.1,NA,2,1,0,0
MRS11,342,ABLA,NA,15.6,17.2,NA,2,1,0,0
MRS11,343,ABLA,NA,4.2,4.6,NA,3,2,0,0
MRS11,344,PIEN,NA,11.5,11.8,NA,2,2,0,0
MRS11,345,PIEN,NA,21,22.3,NA,1,1,0,0
MRS11,346,PIEN,NA,17.8,18.5,NA,2,2,0,0
MRS11,347,PIEN,NA,18.3,19.1,NA,2,2,0,0
MRS11,348,PIEN,NA,23.3,24.4,NA,1,1,0,0
MRS11,349,PIEN,NA,15.4,16.9,NA,1,1,0,0
MRS11,350,PIEN,NA,15.6,,NA,2,,1,1
MRS11,351,PIEN,NA,14.6,16.4,NA,2,2,0,0
MRS11,352,PIEN,NA,9,10,NA,2,2,0,0
MRS11,353,ABLA,NA,45.8,,NA,1,,1,1
MRS11,354,ABLA,NA,4.6,5.2,NA,3,3,0,0
MRS11,355,ABLA,NA,20.2,,NA,2,,1,1
MRS11,356,ABLA,NA,10.4,11.6,NA,2,2,0,0
MRS11,357,ABLA,NA,14.6,,NA,2,,1,1
MRS11,358,ABLA,NA,5.7,,NA,3,,1,1
MRS11,359,ABLA,NA,9,,NA,2,,1,1
